MLS#,PRICE,BEDS,BATHS,LOCATION,ZIP OR POSTAL CODE,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),LATITUDE,LONGITUDE,city,sold
UT657206,555493.0,4,3.0,7939 Oak Ave,84045,1707.0,7511.0,2013.0,44.0,325.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/11492182,40.343312,-111.865838,Saratoga Springs,False
UT512040,614184.0,5,3.0,5891 Juniper Ct,84045,3415.0,6276.0,2012.0,21.0,180.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/59802251,40.348039,-111.867642,Saratoga Springs,False
UT246468,411307.0,5,3.5,7859 Sunset Blvd,84045,2480.0,4172.0,2003.0,53.0,166.0,100.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/99377611,40.316354,-111.878601,Saratoga Springs,False
UT907032,484410.0,4,4.0,6384 Cedar St,84045,2600.0,6909.0,2010.0,12.0,186.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/62002841,40.31842,-111.86768,Saratoga Springs,False
UT795642,515667.0,5,3.5,4439 Maple Dr,84045,2289.0,10610.0,2020.0,83.0,225.0,75.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/62617494,40.335147,-111.919236,Saratoga Springs,False
UT995664,380357.0,6,3.0,8622 Oak Ave,84045,1838.0,4079.0,1999.0,76.0,207.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/44935740,40.367974,-111.887115,Saratoga Springs,False
UT869941,719662.0,4,3.0,4814 Pine St,84045,3624.0,11169.0,2017.0,10.0,199.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/21421897,40.345763,-111.888862,Saratoga Springs,False
UT362019,657817.0,6,3.0,9503 Birch Ln,84045,3275.0,8342.0,2011.0,70.0,201.0,150.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/61542263,40.365981,-111.861394,Saratoga Springs,False
UT328836,733389.0,4,4.0,9946 Willow Rd,84045,2945.0,5121.0,2016.0,10.0,249.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/90757197,40.358262,-111.892976,Saratoga Springs,False
UT323626,603586.0,4,2.5,5930 Maple Dr,84045,2365.0,6417.0,2015.0,64.0,255.0,100.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/18199256,40.338043,-111.899193,Saratoga Springs,False
UT926913,719323.0,5,2.0,6777 Aspen Way,84045,3374.0,8432.0,2009.0,7.0,213.0,100.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/89234226,40.357086,-111.878835,Saratoga Springs,False
UT601241,445429.0,5,2.5,2630 Juniper Ct,84045,2709.0,6525.0,2006.0,43.0,164.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/47354186,40.31107,-111.908683,Saratoga Springs,False
UT509011,541082.0,3,2.0,8164 Willow Rd,84045,2464.0,4868.0,2014.0,59.0,220.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/58258036,40.316549,-111.918819,Saratoga Springs,False
UT971434,585962.0,5,2.0,6748 Pine St,84045,2481.0,9327.0,2002.0,65.0,236.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/24886438,40.359766,-111.89177,Saratoga Springs,False
UT643081,507291.0,4,2.0,9034 Valley View Dr,84045,1945.0,9377.0,2013.0,37.0,261.0,150.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/65961282,40.357809,-111.896649,Saratoga Springs,False
UT918487,478936.0,5,3.5,2743 Willow Rd,84045,1621.0,4950.0,2001.0,82.0,295.0,150.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/26411777,40.323958,-111.911394,Saratoga Springs,False
UT986183,690074.0,3,3.5,7896 Mountain Rd,84045,2731.0,6249.0,2015.0,69.0,253.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/34586846,40.341846,-111.900599,Saratoga Springs,False
UT171500,681263.0,5,3.5,4755 Pine St,84045,3530.0,5950.0,2014.0,18.0,193.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/74945096,40.346361,-111.900689,Saratoga Springs,False
UT425382,401436.0,5,3.0,1933 Birch Ln,84045,1553.0,9275.0,2001.0,60.0,258.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/14546772,40.362064,-111.9038,Saratoga Springs,False
UT760724,715119.0,5,3.5,1794 Birch Ln,84045,3459.0,9842.0,2017.0,65.0,207.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/50246339,40.346186,-111.899643,Saratoga Springs,False
UT831842,569000.0,5,2.0,5664 Aspen Way,84045,3386.0,9815.0,2009.0,30.0,168.0,100.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/63511084,40.334754,-111.875141,Saratoga Springs,False
UT233636,556621.0,4,4.0,3262 Elm Blvd,84045,2064.0,11510.0,2018.0,66.0,270.0,150.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/21882574,40.332451,-111.90625,Saratoga Springs,False
UT386558,546548.0,5,3.0,1108 Birch Ln,84045,2915.0,10149.0,2000.0,80.0,187.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/36527967,40.335553,-111.854091,Saratoga Springs,False
UT593355,451842.0,4,4.0,4328 Sunset Blvd,84045,1796.0,6565.0,2003.0,73.0,252.0,100.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/40915142,40.349116,-111.856692,Saratoga Springs,False
UT819291,613673.0,5,2.0,6563 Willow Rd,84045,3219.0,4861.0,2011.0,68.0,191.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/69725893,40.362049,-111.891527,Saratoga Springs,False
UT201670,679001.0,5,3.0,3257 Sunset Blvd,84045,3081.0,8917.0,2003.0,57.0,220.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/97903809,40.337234,-111.903731,Saratoga Springs,False
UT640659,523305.0,4,3.5,9557 Spruce Way,84045,2250.0,11328.0,2007.0,24.0,233.0,75.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/85262065,40.32487,-111.887165,Saratoga Springs,False
UT366798,544497.0,5,3.0,7816 Aspen Way,84045,1563.0,11801.0,2015.0,71.0,348.0,100.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/27078918,40.3242,-111.862115,Saratoga Springs,False
UT294719,705789.0,5,3.0,5175 Birch Ln,84045,3729.0,5841.0,2002.0,32.0,189.0,150.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/11634448,40.354761,-111.877793,Saratoga Springs,False
UT563858,612009.0,3,2.0,9352 Valley View Dr,84045,2469.0,5891.0,2015.0,47.0,248.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/14672088,40.358994,-111.865649,Saratoga Springs,False
UT472623,675289.0,3,2.5,4385 Aspen Way,84045,3543.0,4299.0,2001.0,28.0,191.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/63614239,40.316317,-111.887382,Saratoga Springs,False
UT672139,671074.0,4,2.5,1482 Birch Ln,84045,3027.0,5130.0,2003.0,28.0,222.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/24063445,40.313994,-111.879367,Saratoga Springs,False
UT385871,691418.0,3,2.5,454 Lakeside Dr,84045,3268.0,8438.0,2013.0,14.0,212.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/30815248,40.345666,-111.906948,Saratoga Springs,False
UT840947,542491.0,4,3.5,9385 Willow Rd,84045,3223.0,8374.0,2018.0,86.0,168.0,150.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/86265244,40.31877,-111.871209,Saratoga Springs,False
UT170297,448909.0,5,3.5,9600 Maple Dr,84045,1867.0,6967.0,2003.0,13.0,240.0,100.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/88649963,40.35948,-111.913808,Saratoga Springs,False
UT875690,490885.0,5,3.5,7417 Willow Rd,84045,2273.0,6479.0,2006.0,7.0,216.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/85512768,40.32862,-111.874416,Saratoga Springs,False
UT126851,539983.0,4,2.5,1119 Willow Rd,84045,2520.0,10638.0,2022.0,84.0,214.0,150.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/32829805,40.318632,-111.861142,Saratoga Springs,False
UT762305,578423.0,6,4.0,3006 Sunset Blvd,84045,2594.0,7680.0,2023.0,49.0,223.0,50.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/65771617,40.365258,-111.919432,Saratoga Springs,False
UT411830,431877.0,5,2.0,506 Spruce Way,84045,1505.0,10466.0,2013.0,39.0,287.0,50.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/64969311,40.319932,-111.88085,Saratoga Springs,False
UT445000,585271.0,3,2.5,607 Cedar St,84045,2711.0,11705.0,2010.0,66.0,216.0,50.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/26672267,40.327083,-111.922392,Saratoga Springs,False
UT117130,330174.0,5,2.0,2535 Cedar St,84045,1770.0,6537.0,2007.0,34.0,187.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/59818675,40.319217,-111.871943,Saratoga Springs,False
UT731889,605872.0,5,2.5,5763 Elm Blvd,84045,3184.0,5621.0,2014.0,11.0,190.0,150.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/57273089,40.316929,-111.923241,Saratoga Springs,False
UT248938,658559.0,5,4.0,748 Maple Dr,84045,3039.0,11623.0,2013.0,65.0,217.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/45654984,40.311269,-111.855125,Saratoga Springs,False
UT693240,745896.0,5,2.5,9846 Aspen Way,84045,3614.0,9078.0,2006.0,15.0,206.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/77649667,40.313324,-111.919007,Saratoga Springs,False
UT752664,680827.0,5,4.0,4605 Oak Ave,84045,3187.0,6327.0,1999.0,49.0,214.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/70985868,40.320478,-111.85329,Saratoga Springs,False
UT860713,367165.0,3,3.0,2711 Maple Dr,84045,2279.0,8974.0,2002.0,85.0,161.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/57938930,40.313203,-111.865929,Saratoga Springs,False
UT737281,685456.0,5,3.5,5208 Sunset Blvd,84045,3722.0,8120.0,2022.0,84.0,184.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/75319266,40.345469,-111.882505,Saratoga Springs,False
UT371349,527877.0,5,3.0,7921 Oak Ave,84045,2386.0,11244.0,2009.0,32.0,221.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/78679767,40.350843,-111.86739,Saratoga Springs,False
UT764721,550408.0,4,2.5,3194 Maple Dr,84045,2181.0,6047.0,2011.0,70.0,252.0,75.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/61024400,40.333618,-111.866391,Saratoga Springs,False
UT843354,667221.0,5,3.5,570 Lakeside Dr,84045,3573.0,11931.0,2010.0,55.0,187.0,150.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/34090676,40.329079,-111.854318,Saratoga Springs,False
UT385437,531798.0,3,4.0,604 Cedar St,84045,2289.0,11488.0,2018.0,43.0,232.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/78258000,40.340272,-111.909729,Saratoga Springs,False
UT211759,489558.0,4,2.5,8533 Mountain Rd,84045,1583.0,5445.0,2000.0,12.0,309.0,0.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/74585250,40.3625,-111.882794,Saratoga Springs,False
UT901016,491672.0,4,3.5,1204 Maple Dr,84045,2526.0,5316.0,2001.0,33.0,195.0,50.0,Active,https://www.redfin.com/UT/Saratoga-Springs/home/98507535,40.361068,-111.922396,Saratoga Springs,False
