MLS#,PRICE,BEDS,BATHS,LOCATION,ZIP OR POSTAL CODE,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),LATITUDE,LONGITUDE,city,sold
UT254941,522305.0,6,2.5,970 Cedar St,84043,1773.0,11456.0,2021.0,19.0,295.0,150.0,Active,https://www.redfin.com/UT/Lehi/home/22387130,40.371114,-111.890778,Lehi,False
UT850674,475660.0,4,3.0,9823 Elm Blvd,84043,2093.0,6578.0,2008.0,71.0,227.0,150.0,Active,https://www.redfin.com/UT/Lehi/home/14784343,40.386546,-111.87653,Lehi,False
UT253207,679285.0,4,3.5,4791 Maple Dr,84043,3046.0,8013.0,2017.0,10.0,223.0,150.0,Active,https://www.redfin.com/UT/Lehi/home/10400412,40.405042,-111.880971,Lehi,False
UT367856,773790.0,3,3.0,6542 Maple Dr,84043,3372.0,10900.0,2017.0,19.0,229.0,0.0,Active,https://www.redfin.com/UT/Lehi/home/42107143,40.40784,-111.864598,Lehi,False
UT513258,694754.0,4,2.5,2251 Pine St,84043,3599.0,8030.0,2016.0,41.0,193.0,0.0,Active,https://www.redfin.com/UT/Lehi/home/27367699,40.408667,-111.849173,Lehi,False
UT433590,584981.0,4,2.5,1106 Lakeside Dr,84043,2378.0,7849.0,2003.0,3.0,246.0,75.0,Active,https://www.redfin.com/UT/Lehi/home/18242579,40.420019,-111.865326,Lehi,False
UT253111,569463.0,4,3.5,721 Pine St,84043,2491.0,11375.0,2000.0,34.0,229.0,100.0,Active,https://www.redfin.com/UT/Lehi/home/31230302,40.389225,-111.880437,Lehi,False
UT676887,553098.0,4,3.0,3607 Willow Rd,84043,1791.0,10630.0,2007.0,81.0,309.0,0.0,Active,https://www.redfin.com/UT/Lehi/home/97748805,40.416543,-111.84433,Lehi,False
UT117747,482904.0,6,4.0,136 Spruce Way,84043,1599.0,8058.0,2002.0,84.0,302.0,0.0,Active,https://www.redfin.com/UT/Lehi/home/82022359,40.419282,-111.853242,Lehi,False
UT985169,685313.0,5,3.0,4258 Pine St,84043,2450.0,5292.0,2006.0,78.0,280.0,0.0,Active,https://www.redfin.com/UT/Lehi/home/11671580,40.39879,-111.858455,Lehi,False
UT146879,552844.0,5,3.0,3314 Juniper Ct,84043,2790.0,7507.0,2014.0,29.0,198.0,75.0,Active,https://www.redfin.com/UT/Lehi/home/92389450,40.398152,-111.855646,Lehi,False
UT400475,453444.0,3,2.0,5315 Elm Blvd,84043,1650.0,9411.0,2013.0,5.0,275.0,50.0,Active,https://www.redfin.com/UT/Lehi/home/28472935,40.382525,-111.882248,Lehi,False
UT936895,578743.0,4,2.0,5935 Maple Dr,84043,2380.0,6179.0,2004.0,73.0,243.0,50.0,Active,https://www.redfin.com/UT/Lehi/home/46534995,40.398979,-111.845566,Lehi,False
UT239573,512234.0,5,4.0,3153 Birch Ln,84043,2939.0,8298.0,1999.0,33.0,174.0,100.0,Active,https://www.redfin.com/UT/Lehi/home/39487267,40.425077,-111.869,Lehi,False
UT165665,665942.0,4,2.5,4606 Spruce Way,84043,3346.0,9270.0,2004.0,67.0,199.0,0.0,Active,https://www.redfin.com/UT/Lehi/home/46452404,40.433628,-111.870923,Lehi,False
UT769524,680105.0,4,3.0,873 Aspen Way,84043,3652.0,4680.0,2010.0,10.0,186.0,100.0,Active,https://www.redfin.com/UT/Lehi/home/78465160,40.411553,-111.888021,Lehi,False
UT165862,581486.0,5,3.0,3087 Maple Dr,84043,2216.0,8557.0,2018.0,60.0,262.0,0.0,Active,https://www.redfin.com/UT/Lehi/home/74123314,40.390956,-111.852253,Lehi,False
UT909638,517664.0,5,2.0,9783 Oak Ave,84043,2340.0,9900.0,2008.0,52.0,221.0,150.0,Active,https://www.redfin.com/UT/Lehi/home/63463399,40.41776,-111.851787,Lehi,False
UT506069,739761.0,6,3.0,9911 Sunset Blvd,84043,3499.0,5714.0,2006.0,82.0,211.0,150.0,Active,https://www.redfin.com/UT/Lehi/home/66422980,40.42181,-111.872776,Lehi,False
UT882397,635280.0,4,2.5,4909 Aspen Way,84043,3063.0,8387.0,2012.0,9.0,207.0,50.0,Active,https://www.redfin.com/UT/Lehi/home/75477402,40.393255,-111.831212,Lehi,False
UT320590,518845.0,4,2.0,9400 Maple Dr,84043,2056.0,9675.0,2000.0,36.0,252.0,0.0,Active,https://www.redfin.com/UT/Lehi/home/26572616,40.427858,-111.832363,Lehi,False
UT227022,648370.0,4,3.0,5062 Valley View Dr,84043,3044.0,4354.0,2004.0,89.0,213.0,0.0,Active,https://www.redfin.com/UT/Lehi/home/45610233,40.375159,-111.891276,Lehi,False
UT966423,451454.0,5,3.0,1343 Pine St,84043,1778.0,9152.0,1999.0,35.0,254.0,0.0,Active,https://www.redfin.com/UT/Lehi/home/19692020,40.370753,-111.844397,Lehi,False
UT785956,461340.0,4,2.0,8691 Willow Rd,84043,2477.0,6077.0,2012.0,59.0,186.0,150.0,Active,https://www.redfin.com/UT/Lehi/home/73375439,40.378608,-111.868493,Lehi,False
UT919886,558600.0,4,3.0,4209 Sunset Blvd,84043,2135.0,7178.0,2010.0,14.0,262.0,0.0,Active,https://www.redfin.com/UT/Lehi/home/49385069,40.380921,-111.820023,Lehi,False
UT387898,761977.0,4,3.5,6162 Aspen Way,84043,3782.0,9184.0,2013.0,65.0,201.0,50.0,Active,https://www.redfin.com/UT/Lehi/home/67355029,40.431525,-111.881998,Lehi,False
UT464268,522759.0,4,2.5,6522 Elm Blvd,84043,1483.0,4035.0,2014.0,24.0,353.0,50.0,Active,https://www.redfin.com/UT/Lehi/home/60834552,40.399749,-111.877558,Lehi,False
UT619499,802441.0,4,4.0,3149 Valley View Dr,84043,3456.0,4134.0,2008.0,51.0,232.0,75.0,Active,https://www.redfin.com/UT/Lehi/home/34626925,40.389245,-111.864631,Lehi,False
UT503857,765354.0,5,3.5,7360 Elm Blvd,84043,2074.0,7572.0,2020.0,79.0,369.0,100.0,Active,https://www.redfin.com/UT/Lehi/home/22483684,40.400035,-111.878503,Lehi,False
UT318397,542569.0,6,3.5,5062 Cedar St,84043,1486.0,11598.0,2021.0,59.0,365.0,50.0,Active,https://www.redfin.com/UT/Lehi/home/97564702,40.397639,-111.844641,Lehi,False
UT437601,626826.0,5,2.0,3726 Spruce Way,84043,2984.0,4048.0,2001.0,42.0,210.0,100.0,Active,https://www.redfin.com/UT/Lehi/home/36394614,40.391102,-111.861527,Lehi,False
UT647880,638886.0,4,3.5,3049 Valley View Dr,84043,3027.0,10310.0,2022.0,17.0,211.0,50.0,Active,https://www.redfin.com/UT/Lehi/home/19860757,40.379653,-111.88233,Lehi,False
UT134079,512003.0,6,2.5,7487 Oak Ave,84043,1741.0,4599.0,2003.0,30.0,294.0,50.0,Active,https://www.redfin.com/UT/Lehi/home/37534869,40.415914,-111.85949,Lehi,False
UT402348,589789.0,6,3.5,2568 Cedar St,84043,1491.0,7911.0,2005.0,76.0,396.0,0.0,Active,https://www.redfin.com/UT/Lehi/home/91217635,40.379562,-111.828897,Lehi,False
UT363561,483312.0,4,4.0,1328 Spruce Way,84043,1667.0,7444.0,2012.0,19.0,290.0,0.0,Active,https://www.redfin.com/UT/Lehi/home/33516837,40.42428,-111.836608,Lehi,False
UT163289,723170.0,5,2.5,8828 Oak Ave,84043,2381.0,7744.0,1999.0,59.0,304.0,50.0,Active,https://www.redfin.com/UT/Lehi/home/98811103,40.384118,-111.860094,Lehi,False
UT210405,594146.0,4,2.5,3384 Sunset Blvd,84043,1717.0,4655.0,2008.0,43.0,346.0,0.0,Active,https://www.redfin.com/UT/Lehi/home/51468513,40.421196,-111.876921,Lehi,False
UT546111,586699.0,6,2.0,6445 Oak Ave,84043,3087.0,10028.0,2003.0,28.0,190.0,0.0,Active,https://www.redfin.com/UT/Lehi/home/87563408,40.426391,-111.885609,Lehi,False
UT192133,469715.0,4,3.5,7191 Lakeside Dr,84043,1586.0,6205.0,2011.0,64.0,296.0,50.0,Active,https://www.redfin.com/UT/Lehi/home/68775721,40.378773,-111.829729,Lehi,False
UT410413,706750.0,4,3.5,8398 Spruce Way,84043,3293.0,10168.0,2019.0,32.0,215.0,50.0,Active,https://www.redfin.com/UT/Lehi/home/13954044,40.376072,-111.843187,Lehi,False
