MLS#,PRICE,BEDS,BATHS,LOCATION,ZIP OR POSTAL CODE,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),LATITUDE,LONGITUDE,city,sold
UT551515,398101.0,4,3.0,320 Oak Ave,84045,1784.0,6360.0,2017.0,54.0,223.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/50445170,40.321592,-111.886346,Saratoga Springs,True
UT669118,622619.0,3,2.0,8502 Valley View Dr,84045,3038.0,9489.0,2004.0,45.0,205.0,75.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/65179847,40.316197,-111.88652,Saratoga Springs,True
UT342567,582359.0,6,4.0,1115 Maple Dr,84045,2525.0,10371.0,2023.0,10.0,231.0,150.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/41290816,40.361969,-111.858086,Saratoga Springs,True
UT936245,463349.0,4,2.5,1638 Juniper Ct,84045,1758.0,9221.0,2012.0,18.0,264.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/11271225,40.34536,-111.852256,Saratoga Springs,True
UT984792,465173.0,4,2.0,5237 Lakeside Dr,84045,2263.0,4009.0,2012.0,11.0,206.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/16610295,40.33152,-111.873613,Saratoga Springs,True
UT982903,667822.0,5,3.5,6104 Cedar St,84045,3707.0,11936.0,2016.0,16.0,180.0,100.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/93490155,40.33452,-111.891365,Saratoga Springs,True
UT763411,514186.0,4,3.5,2365 Juniper Ct,84045,2036.0,4190.0,2018.0,21.0,253.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/64462326,40.335891,-111.893488,Saratoga Springs,True
UT138111,479382.0,3,3.5,4501 Birch Ln,84045,1828.0,11995.0,2022.0,7.0,262.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/33811684,40.347989,-111.899093,Saratoga Springs,True
UT429809,624578.0,5,2.0,6780 Valley View Dr,84045,3036.0,4254.0,2013.0,0.0,206.0,100.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/33293704,40.365606,-111.901072,Saratoga Springs,True
UT500443,546318.0,6,3.5,4483 Willow Rd,84045,1878.0,8131.0,2014.0,26.0,291.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/13560418,40.365967,-111.898679,Saratoga Springs,True
UT963857,714592.0,5,3.5,3887 Elm Blvd,84045,3607.0,4847.0,2017.0,42.0,198.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/95029959,40.33349,-111.92282,Saratoga Springs,True
UT592288,670995.0,5,3.5,810 Lakeside Dr,84045,3461.0,4761.0,2005.0,18.0,194.0,100.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/19742449,40.329756,-111.923805,Saratoga Springs,True
UT582551,788122.0,4,4.0,4573 Pine St,84045,3760.0,9467.0,2006.0,51.0,210.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/78351116,40.337063,-111.86761,Saratoga Springs,True
UT232068,655429.0,5,2.5,8046 Valley View Dr,84045,3590.0,9822.0,2014.0,22.0,183.0,75.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/31622405,40.344076,-111.894314,Saratoga Springs,True
UT814347,460651.0,5,2.5,6304 Oak Ave,84045,1985.0,4945.0,2000.0,54.0,232.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/40206369,40.337709,-111.855545,Saratoga Springs,True
UT402656,557791.0,3,4.0,8940 Birch Ln,84045,1909.0,11813.0,2007.0,14.0,292.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/34651554,40.349525,-111.881022,Saratoga Springs,True
UT182684,582529.0,3,3.0,1348 Lakeside Dr,84045,2222.0,6563.0,2016.0,32.0,262.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/84206905,40.343264,-111.927186,Saratoga Springs,True
UT988881,521479.0,4,3.0,209 Sunset Blvd,84045,2527.0,6546.0,2023.0,45.0,206.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/12952899,40.329243,-111.917398,Saratoga Springs,True
UT271063,658602.0,4,2.5,5526 Spruce Way,84045,3511.0,6375.0,2011.0,3.0,188.0,150.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/41706016,40.330744,-111.913534,Saratoga Springs,True
UT114607,678002.0,3,3.5,1868 Juniper Ct,84045,3160.0,7689.0,2008.0,55.0,215.0,75.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/35141932,40.332716,-111.851941,Saratoga Springs,True
UT170053,620352.0,3,3.5,5979 Cedar St,84045,2946.0,5422.0,2010.0,21.0,211.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/34565997,40.315678,-111.912504,Saratoga Springs,True
UT507256,710707.0,6,2.0,9047 Mountain Rd,84045,3508.0,7398.0,2016.0,29.0,203.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/27364756,40.319964,-111.88874,Saratoga Springs,True
UT192613,596072.0,4,3.0,3437 Valley View Dr,84045,2950.0,5679.0,2012.0,37.0,202.0,75.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/92120201,40.353387,-111.855106,Saratoga Springs,True
UT858388,517523.0,5,4.0,5539 Birch Ln,84045,2309.0,4411.0,1999.0,38.0,224.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/44075883,40.333346,-111.851825,Saratoga Springs,True
UT561202,556017.0,5,2.5,6848 Elm Blvd,84045,2391.0,6949.0,2012.0,1.0,233.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/47638494,40.322872,-111.911091,Saratoga Springs,True
UT391510,567488.0,5,2.5,1585 Elm Blvd,84045,2640.0,9378.0,2009.0,52.0,215.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/44665095,40.34376,-111.926071,Saratoga Springs,True
UT102834,492259.0,5,4.0,8983 Willow Rd,84045,1613.0,10104.0,2016.0,37.0,305.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/98219559,40.355332,-111.917712,Saratoga Springs,True
UT531818,642319.0,4,2.0,2107 Sunset Blvd,84045,3180.0,6826.0,2020.0,59.0,202.0,100.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/40510696,40.325445,-111.924934,Saratoga Springs,True
UT236173,642451.0,6,2.5,8101 Oak Ave,84045,2966.0,6589.0,2023.0,28.0,217.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/40751823,40.359607,-111.91439,Saratoga Springs,True
UT980240,686502.0,4,3.0,6633 Birch Ln,84045,3154.0,10299.0,2014.0,36.0,218.0,100.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/39513149,40.36565,-111.884514,Saratoga Springs,True
UT361979,756734.0,6,3.5,1495 Oak Ave,84045,2681.0,9449.0,2008.0,26.0,282.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/39427019,40.345844,-111.857004,Saratoga Springs,True
UT527388,595380.0,4,2.0,7274 Spruce Way,84045,3279.0,10656.0,2010.0,53.0,182.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/18075814,40.350137,-111.887022,Saratoga Springs,True
UT116759,688876.0,3,3.0,2044 Spruce Way,84045,3679.0,11248.0,2003.0,49.0,187.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/64384816,40.313155,-111.879921,Saratoga Springs,True
UT217829,599293.0,5,2.0,6033 Lakeside Dr,84045,2767.0,10569.0,2022.0,54.0,217.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/12268445,40.366731,-111.913851,Saratoga Springs,True
UT286737,594405.0,3,3.5,9599 Pine St,84045,2466.0,11491.0,2020.0,30.0,241.0,100.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/30335680,40.333549,-111.865953,Saratoga Springs,True
UT146549,495165.0,5,3.5,9535 Cedar St,84045,1651.0,7333.0,2020.0,47.0,300.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/28190286,40.365434,-111.880577,Saratoga Springs,True
UT753393,664294.0,3,3.0,8724 Willow Rd,84045,3268.0,7157.0,2007.0,21.0,203.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/36234004,40.344739,-111.860869,Saratoga Springs,True
UT950873,708018.0,4,2.5,4990 Oak Ave,84045,3569.0,6572.0,2007.0,27.0,198.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/78098447,40.310277,-111.854093,Saratoga Springs,True
UT986818,640916.0,5,2.0,5638 Spruce Way,84045,3078.0,5881.0,2020.0,45.0,208.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/63954727,40.312313,-111.902168,Saratoga Springs,True
UT339228,776186.0,6,4.0,3072 Spruce Way,84045,3477.0,9990.0,2012.0,4.0,223.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/99172877,40.350825,-111.922754,Saratoga Springs,True
UT809870,572983.0,4,3.5,9216 Sunset Blvd,84045,3466.0,9715.0,2016.0,42.0,165.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/41607937,40.34376,-111.911926,Saratoga Springs,True
UT553657,736182.0,3,2.5,4824 Aspen Way,84045,3315.0,10411.0,2011.0,0.0,222.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/93567354,40.311592,-111.894973,Saratoga Springs,True
UT141271,568290.0,4,3.0,7738 Aspen Way,84045,2606.0,5339.0,2010.0,34.0,218.0,75.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/14042195,40.354608,-111.854345,Saratoga Springs,True
UT181631,554719.0,6,3.5,3660 Maple Dr,84045,1639.0,7930.0,2014.0,28.0,338.0,75.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/55379741,40.361129,-111.899735,Saratoga Springs,True
UT593007,412252.0,5,3.5,7429 Juniper Ct,84045,1407.0,5775.0,2019.0,28.0,293.0,100.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/81896363,40.339785,-111.868338,Saratoga Springs,True
UT481289,457234.0,3,3.0,2321 Willow Rd,84045,1890.0,11144.0,2007.0,29.0,242.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/57864146,40.337945,-111.886762,Saratoga Springs,True
UT107543,555811.0,4,2.5,7363 Valley View Dr,84045,2434.0,6139.0,2019.0,29.0,228.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/93997919,40.310328,-111.915375,Saratoga Springs,True
UT937094,653414.0,4,3.5,554 Valley View Dr,84045,3184.0,5151.0,2005.0,24.0,205.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/38312340,40.357199,-111.904341,Saratoga Springs,True
UT757302,591934.0,4,3.5,1137 Oak Ave,84045,2493.0,8558.0,2009.0,27.0,237.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/12999948,40.329843,-111.877745,Saratoga Springs,True
UT552171,533808.0,6,3.0,3586 Birch Ln,84045,1455.0,11032.0,2021.0,34.0,367.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/79654548,40.362726,-111.876172,Saratoga Springs,True
UT988293,445215.0,5,2.0,4871 Pine St,84045,1904.0,11325.0,2022.0,45.0,234.0,75.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/16120364,40.332384,-111.895219,Saratoga Springs,True
UT974020,775342.0,4,3.0,7142 Aspen Way,84045,3750.0,4768.0,2022.0,33.0,207.0,150.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/78828101,40.343905,-111.911708,Saratoga Springs,True
UT976555,691973.0,5,3.5,3654 Maple Dr,84045,3771.0,6607.0,2006.0,38.0,183.0,100.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/76007554,40.326221,-111.872247,Saratoga Springs,True
UT332951,570038.0,4,4.0,282 Mountain Rd,84045,2305.0,5228.0,2020.0,50.0,247.0,75.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/85984511,40.319635,-111.91649,Saratoga Springs,True
UT892800,614948.0,3,3.0,3321 Valley View Dr,84045,3331.0,6462.0,2022.0,59.0,185.0,100.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/53103345,40.356494,-111.855066,Saratoga Springs,True
UT554090,691405.0,4,2.5,4447 Pine St,84045,3126.0,8270.0,2023.0,6.0,221.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/90595411,40.339795,-111.914968,Saratoga Springs,True
UT753432,521590.0,4,3.0,5482 Aspen Way,84045,3635.0,6244.0,1999.0,42.0,143.0,100.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/25284850,40.342189,-111.921415,Saratoga Springs,True
UT873576,689866.0,4,2.0,6475 Mountain Rd,84045,3530.0,4540.0,2017.0,13.0,195.0,150.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/49091431,40.367925,-111.890188,Saratoga Springs,True
UT246993,592046.0,6,2.0,2551 Maple Dr,84045,2908.0,8080.0,2023.0,11.0,204.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/20965096,40.367815,-111.888436,Saratoga Springs,True
UT503426,582735.0,5,3.5,6142 Willow Rd,84045,2347.0,4422.0,2018.0,47.0,248.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/79018800,40.361339,-111.889345,Saratoga Springs,True
UT216009,593495.0,3,4.0,6352 Mountain Rd,84045,2903.0,5813.0,2004.0,4.0,204.0,100.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/74284506,40.321257,-111.895067,Saratoga Springs,True
UT351538,582852.0,6,4.0,7788 Lakeside Dr,84045,2165.0,4004.0,2018.0,50.0,269.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/82575884,40.345656,-111.850415,Saratoga Springs,True
UT472164,498510.0,5,3.0,5267 Birch Ln,84045,2235.0,4694.0,2001.0,46.0,223.0,100.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/78790885,40.362689,-111.891098,Saratoga Springs,True
UT869926,582214.0,6,2.0,8123 Spruce Way,84045,2860.0,7490.0,2011.0,59.0,204.0,150.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/37761365,40.332468,-111.891764,Saratoga Springs,True
UT876398,586778.0,5,4.0,2293 Cedar St,84045,2771.0,10805.0,2014.0,40.0,212.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/16125981,40.316066,-111.896259,Saratoga Springs,True
UT450900,661591.0,4,3.0,7145 Oak Ave,84045,2794.0,10196.0,2010.0,52.0,237.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/93631801,40.358658,-111.924654,Saratoga Springs,True
UT396275,574026.0,5,2.5,553 Aspen Way,84045,2323.0,4790.0,2016.0,7.0,247.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/54353640,40.338906,-111.882563,Saratoga Springs,True
UT577650,528610.0,5,4.0,1117 Sunset Blvd,84045,2381.0,4278.0,2005.0,53.0,222.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/18490735,40.343864,-111.911763,Saratoga Springs,True
UT920682,429479.0,5,3.5,8659 Spruce Way,84045,1424.0,6704.0,2014.0,9.0,302.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/93435799,40.368929,-111.878991,Saratoga Springs,True
UT978873,550289.0,4,3.5,4802 Willow Rd,84045,2844.0,9218.0,2015.0,18.0,193.0,75.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/99484225,40.346433,-111.925933,Saratoga Springs,True
UT304087,615832.0,4,2.5,6245 Birch Ln,84045,2781.0,9973.0,2014.0,7.0,221.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/50094800,40.335499,-111.851489,Saratoga Springs,True
UT267834,621228.0,4,4.0,6073 Oak Ave,84045,3644.0,10585.0,2006.0,24.0,170.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/79308163,40.332199,-111.89248,Saratoga Springs,True
UT736096,586174.0,4,3.0,6978 Birch Ln,84045,2610.0,6737.0,2006.0,44.0,225.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/13266822,40.335057,-111.85826,Saratoga Springs,True
UT371260,530574.0,3,3.0,2530 Cedar St,84045,2522.0,5344.0,2005.0,16.0,210.0,75.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/18394381,40.317104,-111.891955,Saratoga Springs,True
UT279785,512743.0,3,3.5,1864 Cedar St,84045,1562.0,4210.0,2010.0,49.0,328.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/34890952,40.357685,-111.925174,Saratoga Springs,True
UT127962,476272.0,6,3.5,521 Spruce Way,84045,1872.0,5174.0,2013.0,36.0,254.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/69060667,40.360263,-111.864223,Saratoga Springs,True
UT462890,474683.0,3,2.0,8660 Oak Ave,84045,2211.0,4521.0,2008.0,37.0,215.0,150.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/22008050,40.327064,-111.878145,Saratoga Springs,True
UT452653,620879.0,6,2.5,2313 Maple Dr,84045,2305.0,10886.0,2009.0,56.0,269.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/13076146,40.328228,-111.867459,Saratoga Springs,True
UT606751,552292.0,3,2.5,5793 Pine St,84045,2270.0,6147.0,2006.0,25.0,243.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/70189379,40.36246,-111.895746,Saratoga Springs,True
UT280164,508645.0,5,4.0,4602 Aspen Way,84045,2345.0,10584.0,2004.0,20.0,217.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/79316824,40.311438,-111.878965,Saratoga Springs,True
UT742928,690558.0,4,3.5,1707 Willow Rd,84045,3245.0,8425.0,2015.0,59.0,213.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/76529143,40.341227,-111.861502,Saratoga Springs,True
UT712030,495202.0,5,2.5,4197 Oak Ave,84045,1714.0,8311.0,2019.0,33.0,289.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/81930062,40.337821,-111.879515,Saratoga Springs,True
UT516113,530344.0,4,3.5,923 Cedar St,84045,2197.0,7638.0,2006.0,36.0,241.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/82256599,40.351408,-111.902186,Saratoga Springs,True
UT263189,500235.0,4,3.5,1848 Willow Rd,84045,1790.0,10553.0,2020.0,17.0,279.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/64216922,40.319804,-111.876998,Saratoga Springs,True
UT556259,489031.0,4,2.5,1482 Spruce Way,84045,2138.0,4347.0,2013.0,12.0,229.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/56747208,40.3501,-111.876252,Saratoga Springs,True
UT707330,519842.0,5,3.0,8260 Juniper Ct,84045,3042.0,4742.0,2003.0,10.0,171.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/87117434,40.332604,-111.853153,Saratoga Springs,True
UT435444,452045.0,4,4.0,5716 Pine St,84045,1512.0,7387.0,2008.0,13.0,299.0,75.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/41322403,40.347123,-111.900327,Saratoga Springs,True
UT337127,509115.0,5,3.0,9263 Pine St,84045,2214.0,7155.0,1999.0,11.0,230.0,150.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/18809495,40.312406,-111.895993,Saratoga Springs,True
UT555854,403196.0,5,2.0,4415 Birch Ln,84045,1456.0,8364.0,1999.0,44.0,277.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/77676661,40.337704,-111.86503,Saratoga Springs,True
UT419695,625171.0,4,3.5,2093 Birch Ln,84045,3691.0,9902.0,2007.0,3.0,169.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/34833145,40.341335,-111.889539,Saratoga Springs,True
UT460461,695901.0,4,3.0,6124 Juniper Ct,84045,3145.0,8700.0,2010.0,37.0,221.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/98096844,40.32286,-111.871074,Saratoga Springs,True
UT413974,529350.0,3,3.0,9301 Maple Dr,84045,1984.0,6059.0,2018.0,56.0,267.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/47275976,40.318377,-111.893223,Saratoga Springs,True
UT373118,450009.0,4,3.5,5372 Spruce Way,84045,1875.0,6618.0,2002.0,45.0,240.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/86661365,40.321308,-111.91276,Saratoga Springs,True
UT745075,480255.0,3,4.0,276 Elm Blvd,84045,1637.0,10018.0,2019.0,24.0,293.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/13821215,40.330648,-111.870384,Saratoga Springs,True
UT514217,457912.0,4,2.5,3105 Aspen Way,84045,2534.0,5611.0,2004.0,3.0,181.0,50.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/69330765,40.315809,-111.919508,Saratoga Springs,True
UT519857,610181.0,6,3.0,9256 Juniper Ct,84045,3208.0,8033.0,2002.0,50.0,190.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/50339447,40.366839,-111.914113,Saratoga Springs,True
UT687776,587492.0,3,2.0,5231 Aspen Way,84045,2802.0,8310.0,2016.0,0.0,210.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/51634194,40.3343,-111.879854,Saratoga Springs,True
UT425168,791298.0,4,3.5,9523 Spruce Way,84045,3514.0,10002.0,2018.0,40.0,225.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/33869210,40.358538,-111.870218,Saratoga Springs,True
UT190930,518594.0,6,3.0,5141 Valley View Dr,84045,2225.0,9714.0,2014.0,40.0,233.0,150.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/97407424,40.368465,-111.858425,Saratoga Springs,True
UT867359,519789.0,6,2.5,219 Oak Ave,84045,2067.0,7717.0,2001.0,11.0,251.0,75.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/45346150,40.314844,-111.908193,Saratoga Springs,True
UT150134,530051.0,3,3.5,8742 Juniper Ct,84045,2547.0,6473.0,2001.0,44.0,208.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/86543179,40.3491,-111.921142,Saratoga Springs,True
UT614754,499371.0,3,3.0,7653 Maple Dr,84045,1885.0,6943.0,2008.0,10.0,265.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/48259236,40.362285,-111.853516,Saratoga Springs,True
UT339239,684469.0,4,3.0,7180 Willow Rd,84045,3741.0,7292.0,2010.0,13.0,183.0,100.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/14344827,40.348054,-111.917646,Saratoga Springs,True
UT292447,535568.0,5,3.0,9704 Birch Ln,84045,1845.0,5753.0,2023.0,48.0,290.0,150.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/89147055,40.335742,-111.914187,Saratoga Springs,True
UT137760,559556.0,6,2.5,2042 Aspen Way,84045,2549.0,9003.0,2006.0,58.0,220.0,0.0,Sold,https://www.redfin.com/UT/Saratoga-Springs/home/26659865,40.335865,-111.906694,Saratoga Springs,True
