Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
202512,01,047,3,6,Dallas County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,049,3,6,DeKalb County                                               ,4,4,1273892,0,0,0,0,0,0,0,0,0,3,3,930000,0,0,0,0,0,0,0,0,0
202512,01,051,3,6,Elmore County                                               ,11,11,2697711,0,0,0,0,0,0,0,0,0,10,10,2474905,0,0,0,0,0,0,0,0,0
202512,01,053,3,6,Escambia County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,055,3,6,Etowah County                                               ,10,10,2095856,0,0,0,0,0,0,0,0,0,10,10,2095856,0,0,0,0,0,0,0,0,0
202512,01,057,3,6,Fayette County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,059,3,6,Franklin County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,061,3,6,Geneva County                                               ,1,1,200000,0,0,0,0,0,0,0,0,0,1,1,200000,0,0,0,0,0,0,0,0,0
202512,01,063,3,6,Greene County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,065,3,6,Hale County                                                 ,2,2,240000,0,0,0,0,0,0,0,0,0,2,2,240000,0,0,0,0,0,0,0,0,0
202512,01,067,3,6,Henry County                                                ,2,2,217989,0,0,0,0,0,0,0,0,0,2,2,217989,0,0,0,0,0,0,0,0,0
202512,01,069,3,6,Houston County                                              ,15,15,3764228,0,0,0,0,0,0,0,0,0,5,5,1378223,0,0,0,0,0,0,0,0,0
202512,01,071,3,6,Jackson County                                              ,3,3,935609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,073,3,6,Jefferson County                                            ,78,78,27448086,1,2,1031629,0,0,0,2,65,12248818,52,52,20720253,0,0,0,0,0,0,0,0,0
202512,01,075,3,6,Lamar County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,077,3,6,Lauderdale County                                           ,6,6,624770,0,0,0,0,0,0,0,0,0,5,5,574770,0,0,0,0,0,0,0,0,0
202512,01,079,3,6,Lawrence County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,081,3,6,Lee County                                                  ,199,199,57348504,0,0,0,0,0,0,0,0,0,178,178,51247744,0,0,0,0,0,0,0,0,0
202512,01,083,3,6,Limestone County                                            ,43,43,12728718,0,0,0,0,0,0,0,0,0,43,43,12728718,0,0,0,0,0,0,0,0,0
202512,01,085,3,6,Lowndes County                                              ,1,1,277700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,087,3,6,Macon County                                                ,2,2,781663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,089,3,6,Madison County                                              ,205,205,59271455,0,0,0,0,0,0,16,585,100756305,101,101,33498118,0,0,0,0,0,0,16,585,100756305
202512,01,091,3,6,Marengo County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,093,3,6,Marion County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,095,3,6,Marshall County                                             ,14,14,3321452,0,0,0,0,0,0,0,0,0,8,8,2327225,0,0,0,0,0,0,0,0,0
202512,01,097,3,6,Mobile County                                               ,96,96,28621442,0,0,0,0,0,0,0,0,0,93,93,27904506,0,0,0,0,0,0,0,0,0
202512,01,099,3,6,Monroe County                                               ,1,1,303753,0,0,0,0,0,0,1,5,1145833,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,101,3,6,Montgomery County                                           ,29,29,7392661,0,0,0,0,0,0,0,0,0,29,29,7392661,0,0,0,0,0,0,0,0,0
202512,01,103,3,6,Morgan County                                               ,8,8,1494069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,105,3,6,Perry County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,107,3,6,Pickens County                                              ,1,1,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,109,3,6,Pike County                                                 ,2,2,283120,0,0,0,0,0,0,0,0,0,2,2,283120,0,0,0,0,0,0,0,0,0
202512,01,111,3,6,Randolph County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,113,3,6,Russell County                                              ,14,14,3072376,0,0,0,0,0,0,0,0,0,14,14,3072376,0,0,0,0,0,0,0,0,0
202512,01,115,3,6,St. Clair County                                            ,33,33,6418831,0,0,0,0,0,0,0,0,0,33,33,6418831,0,0,0,0,0,0,0,0,0
202512,01,117,3,6,Shelby County                                               ,85,85,24072365,0,0,0,0,0,0,9,300,51873000,82,82,23391963,0,0,0,0,0,0,9,300,51873000
202512,01,119,3,6,Sumter County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,121,3,6,Talladega County                                            ,11,11,2222460,0,0,0,0,0,0,0,0,0,11,11,2222460,0,0,0,0,0,0,0,0,0
202512,01,123,3,6,Tallapoosa County                                           ,15,15,8432550,0,0,0,0,0,0,0,0,0,15,15,8432550,0,0,0,0,0,0,0,0,0
202512,01,125,3,6,Tuscaloosa County                                           ,27,27,7813551,0,0,0,1,3,545691,1,9,1384094,3,3,1115228,0,0,0,0,0,0,0,0,0
202512,01,127,3,6,Walker County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,129,3,6,Washington County                                           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,131,3,6,Wilcox County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,01,133,3,6,Winston County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,013,4,9,Aleutians East Borough                                      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,016,4,9,Aleutians West Census Area                                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,020,4,9,Anchorage Municipality                                      ,12,12,4994812,2,4,838025,1,3,447867,1,10,1843757,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,050,4,9,Bethel Census Area                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,060,4,9,Bristol Bay Borough                                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,063,4,9,Chugach Census Area                                         ,2,2,463555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,070,4,9,Dillingham Census Area                                      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,090,4,9,Fairbanks North Star Borough                                ,1,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,100,4,9,Haines Borough                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,105,4,9,Hoonah-Angoon Census Area                                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,110,4,9,Juneau City and Borough                                     ,4,4,536765,0,0,0,0,0,0,0,0,0,4,4,536765,0,0,0,0,0,0,0,0,0
202512,02,122,4,9,Kenai Peninsula Borough                                     ,4,4,969764,0,0,0,0,0,0,0,0,0,3,3,679000,0,0,0,0,0,0,0,0,0
202512,02,130,4,9,Ketchikan Gateway Borough                                   ,1,1,296519,1,2,399159,0,0,0,0,0,0,1,1,296519,1,2,399159,0,0,0,0,0,0
202512,02,150,4,9,Kodiak Island Borough                                       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,170,4,9,Matanuska-Susitna Borough                                   ,1,1,416234,1,2,412839,0,0,0,1,5,778055,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,180,4,9,Nome Census Area                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,185,4,9,North Slope Borough                                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,188,4,9,Northwest Arctic Borough                                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,195,4,9,Petersburg Borough                                          ,1,1,399063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,198,4,9,Prince of Wales-Hyder Census Area                           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,220,4,9,Sitka City and Borough                                      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,230,4,9,Skagway Municipality                                        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,275,4,9,Wrangell City and Borough                                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,282,4,9,Yakutat City and Borough                                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,02,290,4,9,Yukon-Koyukuk Census Area                                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,04,001,4,8,Apache County                                               ,4,4,1560817,0,0,0,0,0,0,0,0,0,4,4,1560817,0,0,0,0,0,0,0,0,0
202512,04,003,4,8,Cochise County                                              ,38,38,5471816,0,0,0,0,0,0,0,0,0,37,37,5370149,0,0,0,0,0,0,0,0,0
202512,04,005,4,8,Coconino County                                             ,61,61,21226085,0,0,0,0,0,0,0,0,0,53,53,18551845,0,0,0,0,0,0,0,0,0
202512,04,007,4,8,Gila County                                                 ,8,8,2858480,0,0,0,0,0,0,0,0,0,3,3,1908297,0,0,0,0,0,0,0,0,0
202512,04,009,4,8,Graham County                                               ,6,6,1712800,0,0,0,0,0,0,0,0,0,6,6,1712800,0,0,0,0,0,0,0,0,0
202512,04,011,4,8,Greenlee County                                             ,1,1,123736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,04,012,4,8,La Paz County                                               ,7,7,1421740,0,0,0,0,0,0,0,0,0,6,6,1313990,0,0,0,0,0,0,0,0,0
202512,04,013,4,8,Maricopa County                                             ,1575,1575,554426098,39,78,8863691,3,9,1575834,63,2564,425667374,1371,1371,504940675,34,68,7934534,1,3,1024458,57,2308,385881937
202512,04,015,4,8,Mohave County                                               ,59,59,15319299,7,14,2449437,0,0,0,0,0,0,57,57,15007993,7,14,2449437,0,0,0,0,0,0
202512,04,017,4,8,Navajo County                                               ,35,35,9603180,1,2,399159,0,0,0,0,0,0,32,32,8602402,1,2,399159,0,0,0,0,0,0
202512,04,019,4,8,Pima County                                                 ,240,240,87740351,6,12,2322607,0,0,0,20,417,106823855,177,177,71680312,5,10,2084880,0,0,0,14,320,92267165
202512,04,021,4,8,Pinal County                                                ,393,393,83306427,2,4,353000,0,0,0,14,336,57613216,393,393,83306427,2,4,353000,0,0,0,14,336,57613216
202512,04,023,4,8,Santa Cruz County                                           ,25,25,6702563,0,0,0,0,0,0,0,0,0,24,24,6298236,0,0,0,0,0,0,0,0,0
202512,04,025,4,8,Yavapai County                                              ,113,113,45299336,1,2,295230,0,0,0,0,0,0,104,104,42045635,1,2,295230,0,0,0,0,0,0
202512,04,027,4,8,Yuma County                                                 ,74,74,14074631,0,0,0,0,0,0,5,80,16860648,74,74,14074631,0,0,0,0,0,0,5,80,16860648
202512,05,001,3,7,Arkansas County                                             ,1,1,89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,003,3,7,Ashley County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,005,3,7,Baxter County                                               ,8,8,2242641,0,0,0,0,0,0,0,0,0,6,6,1900000,0,0,0,0,0,0,0,0,0
202512,05,007,3,7,Benton County                                               ,303,303,102829739,3,6,806271,0,0,0,26,544,73027746,242,242,87174266,0,0,0,0,0,0,19,489,68936370
202512,05,009,3,7,Boone County                                                ,2,2,203572,0,0,0,0,0,0,1,16,1777778,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,011,3,7,Bradley County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,013,3,7,Calhoun County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,015,3,7,Carroll County                                              ,4,4,1125361,0,0,0,0,0,0,0,0,0,1,1,100000,0,0,0,0,0,0,0,0,0
202512,05,017,3,7,Chicot County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,019,3,7,Clark County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,021,3,7,Clay County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,023,3,7,Cleburne County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,025,3,7,Cleveland County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,027,3,7,Columbia County                                             ,1,1,111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,029,3,7,Conway County                                               ,1,1,127772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,031,3,7,Craighead County                                            ,48,48,7910391,3,6,412712,4,12,621975,3,15,851167,5,5,718700,0,0,0,0,0,0,0,0,0
202512,05,033,3,7,Crawford County                                             ,4,4,1184820,0,0,0,0,0,0,0,0,0,4,4,1184820,0,0,0,0,0,0,0,0,0
202512,05,035,3,7,Crittenden County                                           ,4,4,716083,0,0,0,0,0,0,0,0,0,2,2,170000,0,0,0,0,0,0,0,0,0
202512,05,037,3,7,Cross County                                                ,1,1,41667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,039,3,7,Dallas County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,041,3,7,Desha County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,043,3,7,Drew County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,045,3,7,Faulkner County                                             ,14,14,4594985,0,0,0,0,0,0,0,0,0,13,13,4309477,0,0,0,0,0,0,0,0,0
202512,05,047,3,7,Franklin County                                             ,2,2,493286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,049,3,7,Fulton County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,051,3,7,Garland County                                              ,5,5,1900000,0,0,0,0,0,0,0,0,0,5,5,1900000,0,0,0,0,0,0,0,0,0
202512,05,053,3,7,Grant County                                                ,2,2,310910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,055,3,7,Greene County                                               ,11,11,1821000,0,0,0,0,0,0,0,0,0,11,11,1821000,0,0,0,0,0,0,0,0,0
202512,05,057,3,7,Hempstead County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,059,3,7,Hot Spring County                                           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,061,3,7,Howard County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,063,3,7,Independence County                                         ,1,1,229746,0,0,0,0,0,0,1,6,300000,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,065,3,7,Izard County                                                ,1,1,70000,0,0,0,0,0,0,0,0,0,1,1,70000,0,0,0,0,0,0,0,0,0
202512,05,067,3,7,Jackson County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,069,3,7,Jefferson County                                            ,4,4,814462,0,0,0,0,0,0,0,0,0,3,3,666000,0,0,0,0,0,0,0,0,0
202512,05,071,3,7,Johnson County                                              ,1,1,210821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,073,3,7,Lafayette County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,075,3,7,Lawrence County                                             ,4,4,1082650,0,0,0,0,0,0,1,5,616305,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,077,3,7,Lee County                                                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,079,3,7,Lincoln County                                              ,1,1,272187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,081,3,7,Little River County                                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,083,3,7,Logan County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,085,3,7,Lonoke County                                               ,25,25,5071899,0,0,0,0,0,0,0,0,0,25,25,5071899,0,0,0,0,0,0,0,0,0
202512,05,087,3,7,Madison County                                              ,1,1,240000,0,0,0,0,0,0,0,0,0,1,1,240000,0,0,0,0,0,0,0,0,0
202512,05,089,3,7,Marion County                                               ,14,14,2154000,0,0,0,0,0,0,0,0,0,14,14,2154000,0,0,0,0,0,0,0,0,0
202512,05,091,3,7,Miller County                                               ,2,2,444000,0,0,0,0,0,0,0,0,0,2,2,444000,0,0,0,0,0,0,0,0,0
202512,05,093,3,7,Mississippi County                                          ,3,3,393462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,095,3,7,Monroe County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,099,3,7,Nevada County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,101,3,7,Newton County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,103,3,7,Ouachita County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,105,3,7,Perry County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,107,3,7,Phillips County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,111,3,7,Poinsett County                                             ,3,3,525874,0,0,0,0,0,0,1,5,231667,1,1,99000,0,0,0,0,0,0,0,0,0
202512,05,113,3,7,Polk County                                                 ,1,1,209076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,115,3,7,Pope County                                                 ,1,1,193325,0,0,0,0,0,0,0,0,0,1,1,193325,0,0,0,0,0,0,0,0,0
202512,05,117,3,7,Prairie County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,119,3,7,Pulaski County                                              ,84,84,30014053,11,22,2628500,4,12,1399600,0,0,0,84,84,30014053,11,22,2628500,4,12,1399600,0,0,0
202512,05,121,3,7,Randolph County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,123,3,7,St. Francis County                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,125,3,7,Saline County                                               ,84,84,20660350,0,0,0,0,0,0,0,0,0,79,79,19222408,0,0,0,0,0,0,0,0,0
202512,05,127,3,7,Scott County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,129,3,7,Searcy County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,131,3,7,Sebastian County                                            ,10,10,3061320,7,14,1656640,0,0,0,0,0,0,9,9,2986320,7,14,1656640,0,0,0,0,0,0
202512,05,133,3,7,Sevier County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,135,3,7,Sharp County                                                ,2,2,344373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,137,3,7,Stone County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,139,3,7,Union County                                                ,1,1,174800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,141,3,7,Van Buren County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,143,3,7,Washington County                                           ,150,150,55139989,0,0,0,0,0,0,0,0,0,142,142,51511999,0,0,0,0,0,0,0,0,0
202512,05,145,3,7,White County                                                ,15,15,3174378,0,0,0,0,0,0,0,0,0,14,14,3049378,0,0,0,0,0,0,0,0,0
202512,05,147,3,7,Woodruff County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,05,149,3,7,Yell County                                                 ,5,5,910000,0,0,0,0,0,0,0,0,0,5,5,910000,0,0,0,0,0,0,0,0,0
202512,06,001,4,9,Alameda County                                              ,97,97,43591104,4,8,302300,2,6,1666666,11,436,125365147,86,86,39497903,4,8,302300,2,6,1666666,9,395,118021853
202512,06,003,4,9,Alpine County                                               ,1,1,863346,0,0,0,0,0,0,0,0,0,1,1,863346,0,0,0,0,0,0,0,0,0
202512,06,005,4,9,Amador County                                               ,6,6,2037596,0,0,0,0,0,0,0,0,0,6,6,2037596,0,0,0,0,0,0,0,0,0
202512,06,007,4,9,Butte County                                                ,46,46,8831800,1,2,155495,1,3,342420,2,14,1223961,4,4,849059,0,0,0,0,0,0,0,0,0
202512,06,009,4,9,Calaveras County                                            ,2,2,796839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,06,011,4,9,Colusa County                                               ,1,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,06,013,4,9,Contra Costa County                                         ,81,81,28339779,0,0,0,1,3,937920,0,0,0,74,74,26621156,0,0,0,1,3,937920,0,0,0
202512,06,015,4,9,Del Norte County                                            ,1,1,325396,0,0,0,0,0,0,1,34,10744938,0,0,0,0,0,0,0,0,0,0,0,0
202512,06,017,4,9,El Dorado County                                            ,27,27,15113297,0,0,0,0,0,0,0,0,0,27,27,15113297,0,0,0,0,0,0,0,0,0
202512,06,019,4,9,Fresno County                                               ,155,155,43632618,0,0,0,9,36,3783512,4,74,1938181,145,145,39300128,0,0,0,9,36,3783512,4,74,1938181
