Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
202509,01,047,3,6,Dallas County                                               ,6,6,668163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,049,3,6,DeKalb County                                               ,37,37,6061717,0,0,0,0,0,0,0,0,0,30,30,4467678,0,0,0,0,0,0,0,0,0
202509,01,051,3,6,Elmore County                                               ,116,116,24844995,0,0,0,0,0,0,0,0,0,100,100,20887497,0,0,0,0,0,0,0,0,0
202509,01,053,3,6,Escambia County                                             ,6,6,817346,0,0,0,0,0,0,0,0,0,2,2,250803,0,0,0,0,0,0,0,0,0
202509,01,055,3,6,Etowah County                                               ,83,83,20563708,0,0,0,0,0,0,0,0,0,83,83,20563708,0,0,0,0,0,0,0,0,0
202509,01,057,3,6,Fayette County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,059,3,6,Franklin County                                             ,12,12,1886454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,061,3,6,Geneva County                                               ,15,15,2416080,0,0,0,2,6,525000,0,0,0,7,7,1410000,0,0,0,0,0,0,0,0,0
202509,01,063,3,6,Greene County                                               ,1,1,393000,0,0,0,0,0,0,0,0,0,1,1,393000,0,0,0,0,0,0,0,0,0
202509,01,065,3,6,Hale County                                                 ,4,4,558000,0,0,0,0,0,0,0,0,0,4,4,558000,0,0,0,0,0,0,0,0,0
202509,01,067,3,6,Henry County                                                ,49,49,9975619,0,0,0,0,0,0,0,0,0,49,49,9975619,0,0,0,0,0,0,0,0,0
202509,01,069,3,6,Houston County                                              ,222,222,63730470,6,12,1350000,1,4,615150,1,8,1693216,121,121,40284151,6,12,1350000,1,4,615150,1,8,1693216
202509,01,071,3,6,Jackson County                                              ,37,37,10941986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,073,3,6,Jefferson County                                            ,1292,1292,468596561,8,16,8253034,1,3,816063,20,623,113785251,1109,1109,434654573,0,0,0,1,3,816063,6,302,55191265
202509,01,075,3,6,Lamar County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,077,3,6,Lauderdale County                                           ,88,88,8706873,1,2,200000,25,96,8053938,18,105,11109090,77,77,8156873,1,2,200000,25,96,8053938,18,105,11109090
202509,01,079,3,6,Lawrence County                                             ,3,3,571386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,081,3,6,Lee County                                                  ,1065,1065,310514901,6,12,290000,0,0,0,0,0,0,1065,1065,310514901,6,12,290000,0,0,0,0,0,0
202509,01,083,3,6,Limestone County                                            ,319,319,93111018,1,2,159080,0,0,0,0,0,0,315,315,92259138,1,2,159080,0,0,0,0,0,0
202509,01,085,3,6,Lowndes County                                              ,1,1,277700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,087,3,6,Macon County                                                ,5,5,2097636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,089,3,6,Madison County                                              ,2221,2221,613635058,3,6,969456,18,72,11072706,47,541,59101279,1046,1046,324619565,3,6,969456,18,72,11072706,47,541,59101279
202509,01,091,3,6,Marengo County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,093,3,6,Marion County                                               ,24,24,4754460,0,0,0,0,0,0,0,0,0,24,24,4754460,0,0,0,0,0,0,0,0,0
202509,01,095,3,6,Marshall County                                             ,143,143,30702222,0,0,0,0,0,0,0,0,0,124,124,27541131,0,0,0,0,0,0,0,0,0
202509,01,097,3,6,Mobile County                                               ,737,737,209277872,5,10,867000,1,4,700000,9,52,6400000,725,725,205526634,5,10,867000,1,4,700000,9,52,6400000
202509,01,099,3,6,Monroe County                                               ,4,4,1121716,0,0,0,0,0,0,8,40,9166664,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,101,3,6,Montgomery County                                           ,368,368,94841673,0,0,0,0,0,0,1,264,17625000,368,368,94841673,0,0,0,0,0,0,1,264,17625000
202509,01,103,3,6,Morgan County                                               ,207,207,41597072,0,0,0,0,0,0,0,0,0,198,198,39061337,0,0,0,0,0,0,0,0,0
202509,01,105,3,6,Perry County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,107,3,6,Pickens County                                              ,3,3,415500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,109,3,6,Pike County                                                 ,20,20,4117682,0,0,0,0,0,0,0,0,0,20,20,4117682,0,0,0,0,0,0,0,0,0
202509,01,111,3,6,Randolph County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,113,3,6,Russell County                                              ,118,118,26465600,2,4,610000,0,0,0,0,0,0,118,118,26465600,2,4,610000,0,0,0,0,0,0
202509,01,115,3,6,St. Clair County                                            ,318,318,71545347,0,0,0,0,0,0,0,0,0,310,310,69349347,0,0,0,0,0,0,0,0,0
202509,01,117,3,6,Shelby County                                               ,770,770,222582370,0,0,0,0,0,0,0,0,0,728,728,211182122,0,0,0,0,0,0,0,0,0
202509,01,119,3,6,Sumter County                                               ,1,1,302641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,121,3,6,Talladega County                                            ,76,76,15680094,0,0,0,0,0,0,6,42,6781250,73,73,14817330,0,0,0,0,0,0,6,42,6781250
202509,01,123,3,6,Tallapoosa County                                           ,176,176,108604006,0,0,0,0,0,0,0,0,0,164,164,102433281,0,0,0,0,0,0,0,0,0
202509,01,125,3,6,Tuscaloosa County                                           ,385,385,116242704,7,14,1895275,7,23,3980837,8,44,6766682,164,164,52748251,1,2,686269,0,0,0,0,0,0
202509,01,127,3,6,Walker County                                               ,9,9,2719184,0,0,0,0,0,0,0,0,0,9,9,2719184,0,0,0,0,0,0,0,0,0
202509,01,129,3,6,Washington County                                           ,1,1,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,131,3,6,Wilcox County                                               ,1,1,188600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,133,3,6,Winston County                                              ,1,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,013,4,9,Aleutians East Borough                                      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,016,4,9,Aleutians West Census Area                                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,020,4,9,Anchorage Municipality                                      ,131,131,79675254,3,6,1047467,1,3,447867,2,16,2950011,120,120,75096677,1,2,209442,0,0,0,1,7,1290630
202509,02,050,4,9,Bethel Census Area                                          ,8,8,2491864,0,0,0,0,0,0,0,0,0,8,8,2491864,0,0,0,0,0,0,0,0,0
202509,02,060,4,9,Bristol Bay Borough                                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,063,4,9,Chugach Census Area                                         ,14,14,3460333,0,0,0,0,0,0,0,0,0,5,5,1625000,0,0,0,0,0,0,0,0,0
202509,02,070,4,9,Dillingham Census Area                                      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,090,4,9,Fairbanks North Star Borough                                ,7,7,2891275,1,2,450000,0,0,0,1,5,1093750,6,6,2391275,0,0,0,0,0,0,0,0,0
202509,02,100,4,9,Haines Borough                                              ,8,8,2372151,0,0,0,0,0,0,0,0,0,8,8,2372151,0,0,0,0,0,0,0,0,0
202509,02,105,4,9,Hoonah-Angoon Census Area                                   ,16,16,4864016,0,0,0,0,0,0,0,0,0,15,15,4447781,0,0,0,0,0,0,0,0,0
202509,02,110,4,9,Juneau City and Borough                                     ,25,25,5045260,2,4,703427,2,8,592775,3,65,5732229,25,25,5045260,2,4,703427,2,8,592775,3,65,5732229
202509,02,122,4,9,Kenai Peninsula Borough                                     ,130,130,44234222,6,12,1925000,3,11,1744196,1,24,3225180,121,121,41608112,6,12,1925000,3,11,1744196,1,24,3225180
202509,02,130,4,9,Ketchikan Gateway Borough                                   ,21,21,6466324,3,6,1197477,2,7,1262504,3,16,3372130,21,21,6466324,3,6,1197477,2,7,1262504,3,16,3372130
202509,02,150,4,9,Kodiak Island Borough                                       ,8,8,3659851,0,0,0,0,0,0,0,0,0,8,8,3659851,0,0,0,0,0,0,0,0,0
202509,02,170,4,9,Matanuska-Susitna Borough                                   ,27,27,8847218,8,16,3289032,0,0,0,3,15,2334165,20,20,6265204,1,2,399159,0,0,0,0,0,0
202509,02,180,4,9,Nome Census Area                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,185,4,9,North Slope Borough                                         ,5,5,1722026,0,0,0,0,0,0,0,0,0,5,5,1722026,0,0,0,0,0,0,0,0,0
202509,02,188,4,9,Northwest Arctic Borough                                    ,2,2,332806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,195,4,9,Petersburg Borough                                          ,5,5,1995315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,198,4,9,Prince of Wales-Hyder Census Area                           ,1,1,359539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,220,4,9,Sitka City and Borough                                      ,8,8,1743962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,230,4,9,Skagway Municipality                                        ,4,4,1019000,0,0,0,0,0,0,0,0,0,4,4,1019000,0,0,0,0,0,0,0,0,0
202509,02,275,4,9,Wrangell City and Borough                                   ,1,1,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,282,4,9,Yakutat City and Borough                                    ,3,3,579501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,290,4,9,Yukon-Koyukuk Census Area                                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,04,001,4,8,Apache County                                               ,99,99,20887515,1,2,260663,1,3,256167,0,0,0,95,95,19775597,1,2,260663,1,3,256167,0,0,0
202509,04,003,4,8,Cochise County                                              ,334,334,52615056,0,0,0,4,16,800000,0,0,0,323,323,50693124,0,0,0,4,16,800000,0,0,0
202509,04,005,4,8,Coconino County                                             ,317,317,118445890,13,26,3823057,2,6,1291073,7,183,23020000,234,234,89568859,12,24,3803057,2,6,1291073,7,183,23020000
202509,04,007,4,8,Gila County                                                 ,143,143,43689591,0,0,0,0,0,0,0,0,0,113,113,34660978,0,0,0,0,0,0,0,0,0
202509,04,009,4,8,Graham County                                               ,128,128,39321941,10,20,3212037,2,8,1318587,0,0,0,128,128,39321941,10,20,3212037,2,8,1318587,0,0,0
202509,04,011,4,8,Greenlee County                                             ,15,15,3630450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,04,012,4,8,La Paz County                                               ,44,44,6986500,0,0,0,0,0,0,0,0,0,38,38,6340000,0,0,0,0,0,0,0,0,0
202509,04,013,4,8,Maricopa County                                             ,13424,13424,4539752739,331,662,87598462,28,107,27975519,215,7424,1353404522,13262,13262,4503252357,326,652,86300062,28,107,27975519,195,6458,1196039215
202509,04,015,4,8,Mohave County                                               ,1418,1418,299448433,15,30,3079131,1,3,192850,4,64,1731996,1378,1378,290163505,14,28,2845569,1,3,192850,4,64,1731996
202509,04,017,4,8,Navajo County                                               ,346,346,109279068,6,12,1785852,3,12,809084,0,0,0,314,314,98208351,4,8,1247012,3,12,809084,0,0,0
202509,04,019,4,8,Pima County                                                 ,2827,2827,1041391665,14,28,3423479,0,0,0,32,462,68824968,2202,2202,882167787,2,4,570762,0,0,0,3,30,3995087
202509,04,021,4,8,Pinal County                                                ,5069,5069,1079458582,16,32,8579017,1,4,222166,20,1142,85868683,5052,5052,1077145813,15,30,8411893,1,4,222166,20,1142,85868683
202509,04,023,4,8,Santa Cruz County                                           ,265,265,65083323,0,0,0,0,0,0,0,0,0,265,265,65083323,0,0,0,0,0,0,0,0,0
202509,04,025,4,8,Yavapai County                                              ,1025,1025,417150725,25,50,8508273,4,15,3272532,8,304,49719684,1006,1006,411827475,25,50,8508273,4,15,3272532,8,304,49719684
202509,04,027,4,8,Yuma County                                                 ,615,615,119725597,3,6,989272,9,35,2658671,11,148,13827910,614,614,119572613,3,6,989272,9,35,2658671,11,148,13827910
202509,05,001,3,7,Arkansas County                                             ,13,13,1988141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,003,3,7,Ashley County                                               ,2,2,605282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,005,3,7,Baxter County                                               ,56,56,11281270,1,2,400000,1,4,450000,1,5,365000,48,48,9350000,1,2,400000,1,4,450000,1,5,365000
202509,05,007,3,7,Benton County                                               ,3236,3236,1079671859,141,282,54616890,2,8,1750817,66,1149,142202975,2693,2693,942985381,117,234,47577992,2,8,1750817,39,909,124056855
202509,05,009,3,7,Boone County                                                ,11,11,1181431,5,10,1566667,0,0,0,7,87,10081764,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,011,3,7,Bradley County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,013,3,7,Calhoun County                                              ,1,1,70500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,015,3,7,Carroll County                                              ,17,17,4510465,1,2,250000,0,0,0,0,0,0,4,4,620000,1,2,250000,0,0,0,0,0,0
202509,05,017,3,7,Chicot County                                               ,3,3,238641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,019,3,7,Clark County                                                ,6,6,1684510,0,0,0,0,0,0,0,0,0,6,6,1684510,0,0,0,0,0,0,0,0,0
202509,05,021,3,7,Clay County                                                 ,6,6,1039282,0,0,0,0,0,0,0,0,0,2,2,249100,0,0,0,0,0,0,0,0,0
202509,05,023,3,7,Cleburne County                                             ,4,4,1307030,0,0,0,0,0,0,0,0,0,2,2,425000,0,0,0,0,0,0,0,0,0
202509,05,025,3,7,Cleveland County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,027,3,7,Columbia County                                             ,14,14,1554000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,029,3,7,Conway County                                               ,17,17,3205282,0,0,0,0,0,0,0,0,0,6,6,1800000,0,0,0,0,0,0,0,0,0
202509,05,031,3,7,Craighead County                                            ,451,451,74443118,32,64,4575186,44,145,8331125,14,91,6203230,40,40,9588064,1,2,310476,2,8,1230300,1,9,1550097
202509,05,033,3,7,Crawford County                                             ,41,41,14359218,4,8,540000,1,4,323186,0,0,0,37,37,13432786,4,8,540000,1,4,323186,0,0,0
202509,05,035,3,7,Crittenden County                                           ,64,64,13250026,2,4,70000,0,0,0,0,0,0,46,46,8682100,2,4,70000,0,0,0,0,0,0
202509,05,037,3,7,Cross County                                                ,12,12,361114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,039,3,7,Dallas County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,041,3,7,Desha County                                                ,1,1,253217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,043,3,7,Drew County                                                 ,2,2,854625,4,8,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,045,3,7,Faulkner County                                             ,357,357,79477105,7,14,1830000,1,3,250000,8,192,18994576,350,350,77478549,7,14,1830000,1,3,250000,8,192,18994576
202509,05,047,3,7,Franklin County                                             ,11,11,2506120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,049,3,7,Fulton County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,051,3,7,Garland County                                              ,83,83,28999866,2,4,560000,0,0,0,0,0,0,80,80,28143342,2,4,560000,0,0,0,0,0,0
202509,05,053,3,7,Grant County                                                ,26,26,4042262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,055,3,7,Greene County                                               ,90,90,17910067,17,34,3332530,0,0,0,0,0,0,87,87,17318400,17,34,3332530,0,0,0,0,0,0
202509,05,057,3,7,Hempstead County                                            ,2,2,605282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,059,3,7,Hot Spring County                                           ,6,6,1750815,0,0,0,0,0,0,0,0,0,6,6,1750815,0,0,0,0,0,0,0,0,0
202509,05,061,3,7,Howard County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,063,3,7,Independence County                                         ,3,3,786546,0,0,0,0,0,0,4,22,1100000,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,065,3,7,Izard County                                                ,8,8,1998000,0,0,0,0,0,0,0,0,0,8,8,1998000,0,0,0,0,0,0,0,0,0
202509,05,067,3,7,Jackson County                                              ,7,7,1745564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,069,3,7,Jefferson County                                            ,30,30,4997948,5,10,885000,0,0,0,0,0,0,22,22,3809964,5,10,885000,0,0,0,0,0,0
202509,05,071,3,7,Johnson County                                              ,11,11,2612758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,073,3,7,Lafayette County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,075,3,7,Lawrence County                                             ,33,33,9303672,0,0,0,1,3,500000,2,10,1232610,1,1,275000,0,0,0,1,3,500000,0,0,0
202509,05,077,3,7,Lee County                                                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,079,3,7,Lincoln County                                              ,3,3,830207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,081,3,7,Little River County                                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,083,3,7,Logan County                                                ,3,3,524767,1,2,230188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,085,3,7,Lonoke County                                               ,97,97,18872040,14,28,3586434,3,11,861900,0,0,0,95,95,18164452,14,28,3586434,3,11,861900,0,0,0
202509,05,087,3,7,Madison County                                              ,19,19,4547288,0,0,0,0,0,0,0,0,0,19,19,4547288,0,0,0,0,0,0,0,0,0
202509,05,089,3,7,Marion County                                               ,132,132,19682367,0,0,0,0,0,0,0,0,0,130,130,19077085,0,0,0,0,0,0,0,0,0
202509,05,091,3,7,Miller County                                               ,25,25,7637023,4,8,2002140,0,0,0,0,0,0,25,25,7637023,4,8,2002140,0,0,0,0,0,0
202509,05,093,3,7,Mississippi County                                          ,46,46,7932700,0,0,0,0,0,0,1,10,110000,0,0,0,0,0,0,0,0,0,1,10,110000
202509,05,095,3,7,Monroe County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,099,3,7,Nevada County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,101,3,7,Newton County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,103,3,7,Ouachita County                                             ,1,1,83976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,105,3,7,Perry County                                                ,2,2,427588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,107,3,7,Phillips County                                             ,0,0,0,0,0,0,1,3,150000,0,0,0,0,0,0,0,0,0,1,3,150000,0,0,0
202509,05,111,3,7,Poinsett County                                             ,29,29,5857386,1,2,326000,2,7,458000,3,15,695001,14,14,2590000,1,2,326000,1,4,180000,0,0,0
202509,05,113,3,7,Polk County                                                 ,1,1,209076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,115,3,7,Pope County                                                 ,23,23,6260295,8,16,2330375,1,3,160000,0,0,0,18,18,5297795,8,16,2330375,1,3,160000,0,0,0
202509,05,117,3,7,Prairie County                                              ,2,2,724996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,119,3,7,Pulaski County                                              ,1220,1220,298626376,15,30,3176000,10,39,3194480,7,113,11175000,1219,1219,298338788,15,30,3176000,10,39,3194480,7,113,11175000
202509,05,121,3,7,Randolph County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,123,3,7,St. Francis County                                          ,1,1,296017,0,0,0,0,0,0,0,0,0,1,1,296017,0,0,0,0,0,0,0,0,0
202509,05,125,3,7,Saline County                                               ,313,313,79786716,0,0,0,0,0,0,0,0,0,259,259,65245144,0,0,0,0,0,0,0,0,0
202509,05,127,3,7,Scott County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,129,3,7,Searcy County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,131,3,7,Sebastian County                                            ,92,92,27260051,98,196,25357962,1,3,901440,7,112,10002600,87,87,25999552,97,194,25127082,0,0,0,7,112,10002600
202509,05,133,3,7,Sevier County                                               ,3,3,183333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,135,3,7,Sharp County                                                ,12,12,2066238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,137,3,7,Stone County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,139,3,7,Union County                                                ,14,14,2203232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,141,3,7,Van Buren County                                            ,5,5,1726750,0,0,0,0,0,0,0,0,0,5,5,1726750,0,0,0,0,0,0,0,0,0
202509,05,143,3,7,Washington County                                           ,1279,1279,433261076,6,12,2646000,2,6,1042000,24,903,211137695,1269,1269,430683230,6,12,2646000,2,6,1042000,24,903,211137695
202509,05,145,3,7,White County                                                ,198,198,39860638,2,4,400000,0,0,0,0,0,0,183,183,38180638,2,4,400000,0,0,0,0,0,0
202509,05,147,3,7,Woodruff County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,149,3,7,Yell County                                                 ,9,9,1770000,0,0,0,0,0,0,0,0,0,9,9,1770000,0,0,0,0,0,0,0,0,0
202509,06,001,4,9,Alameda County                                              ,753,753,301699258,15,30,5813486,1,4,1130216,39,777,139284971,656,656,266224447,6,12,1789674,1,4,1130216,22,577,103280567
202509,06,003,4,9,Alpine County                                               ,3,3,3427160,0,0,0,0,0,0,0,0,0,3,3,3427160,0,0,0,0,0,0,0,0,0
202509,06,005,4,9,Amador County                                               ,52,52,12552692,0,0,0,0,0,0,0,0,0,50,50,11544874,0,0,0,0,0,0,0,0,0
